Date,Day,Month,Year,State,District,Pincode,Age 5 To 17 ,Age Above 17
2/9/2025,Sunday,February,2025,Telangana,Nirmal,504203,5,74
2/9/2025,Sunday,February,2025,Telangana,Nizamabad,503108,1,2
2/9/2025,Sunday,February,2025,Telangana,Nizamabad,503110,0,1
2/9/2025,Sunday,February,2025,Telangana,Nizamabad,503120,0,2
2/9/2025,Sunday,February,2025,Telangana,Nizamabad,503123,0,3
2/9/2025,Sunday,February,2025,Telangana,Nizamabad,503164,3,51
2/9/2025,Sunday,February,2025,Telangana,Nizamabad,503175,4,38
2/9/2025,Sunday,February,2025,Telangana,Nizamabad,503185,2,21
2/9/2025,Sunday,February,2025,Telangana,Nizamabad,503187,0,9
2/9/2025,Sunday,February,2025,Telangana,Nizamabad,503202,2,5
2/9/2025,Sunday,February,2025,Telangana,Nizamabad,503207,1,8
2/9/2025,Sunday,February,2025,Telangana,Nizamabad,503218,1,5
2/9/2025,Sunday,February,2025,Telangana,Nizamabad,503224,4,46
2/9/2025,Sunday,February,2025,Telangana,Nizamabad,503225,1,14
2/9/2025,Sunday,February,2025,Telangana,Nizamabad,503245,2,29
2/9/2025,Sunday,February,2025,Telangana,Nizamabad,503308,0,20
2/9/2025,Sunday,February,2025,Telangana,Nizamabad,503311,1,8
2/9/2025,Sunday,February,2025,Telangana,Peddapalli,505152,0,21
2/9/2025,Sunday,February,2025,Telangana,Peddapalli,505212,0,13
2/9/2025,Sunday,February,2025,Telangana,Rajanna Sircilla,505402,0,10
2/9/2025,Sunday,February,2025,Telangana,Rajanna Sircilla,505403,0,6
2/9/2025,Sunday,February,2025,Telangana,Rangareddy,501505,2,29
2/9/2025,Sunday,February,2025,Telangana,Sangareddy,502001,7,31
2/9/2025,Sunday,February,2025,Telangana,Sangareddy,502210,0,3
2/9/2025,Sunday,February,2025,Telangana,Sangareddy,502345,1,4
2/9/2025,Sunday,February,2025,Telangana,Siddipet,502103,1,50
2/9/2025,Sunday,February,2025,Telangana,Siddipet,502267,1,8
2/9/2025,Sunday,February,2025,Telangana,Siddipet,502278,2,60
2/9/2025,Sunday,February,2025,Telangana,Siddipet,502310,0,2
2/9/2025,Sunday,February,2025,Telangana,Siddipet,505528,0,4
2/9/2025,Sunday,February,2025,Telangana,Suryapet,508206,4,46
2/9/2025,Sunday,February,2025,Telangana,Suryapet,508213,0,50
2/9/2025,Sunday,February,2025,Telangana,Suryapet,508376,0,22
2/9/2025,Sunday,February,2025,Telangana,Vikarabad,501142,13,90
2/9/2025,Sunday,February,2025,Telangana,Vikarabad,501144,13,79
2/9/2025,Sunday,February,2025,Telangana,Vikarabad,501158,8,47
2/9/2025,Sunday,February,2025,Telangana,Vikarabad,502345,0,2
2/9/2025,Sunday,February,2025,Telangana,Vikarabad,509340,0,2
2/9/2025,Sunday,February,2025,Telangana,Wanaparthy,509104,7,61
2/9/2025,Sunday,February,2025,Telangana,Wanaparthy,509110,0,3
2/9/2025,Sunday,February,2025,Telangana,Wanaparthy,509120,2,32
2/9/2025,Sunday,February,2025,Telangana,Warangal,506001,2,5
2/9/2025,Sunday,February,2025,Telangana,Warangal,506002,0,15
2/9/2025,Sunday,February,2025,Telangana,Warangal,506007,0,1
2/9/2025,Sunday,February,2025,Telangana,Warangal,506101,0,16
2/9/2025,Sunday,February,2025,Telangana,Warangal,506104,2,5
2/9/2025,Sunday,February,2025,Telangana,Warangal,506105,1,9
2/9/2025,Sunday,February,2025,Telangana,Warangal,506122,5,11
2/9/2025,Sunday,February,2025,Telangana,Warangal,506144,0,1
2/9/2025,Sunday,February,2025,Telangana,Warangal,506167,0,7
2/9/2025,Sunday,February,2025,Telangana,Warangal,506201,0,4
2/9/2025,Sunday,February,2025,Telangana,Warangal,506221,0,7
2/9/2025,Sunday,February,2025,Telangana,Warangal,506302,0,2
2/9/2025,Sunday,February,2025,Telangana,Warangal,506316,1,1
2/9/2025,Sunday,February,2025,Telangana,Warangal,506348,1,2
2/9/2025,Sunday,February,2025,Telangana,Warangal,506366,2,2
2/9/2025,Sunday,February,2025,Telangana,Warangal,506370,0,1
2/9/2025,Sunday,February,2025,Telangana,Warangal,506371,0,2
2/9/2025,Sunday,February,2025,Telangana,Warangal,506391,0,3
2/9/2025,Sunday,February,2025,Telangana,Warangal Rural,506112,0,5
2/9/2025,Sunday,February,2025,Telangana,Warangal Rural,506313,0,35
2/9/2025,Sunday,February,2025,Telangana,Warangal Rural,506369,0,9
2/9/2025,Sunday,February,2025,Telangana,Warangal Urban,505102,1,1
2/9/2025,Sunday,February,2025,Telangana,Warangal Urban,506370,1,0
2/9/2025,Sunday,February,2025,Telangana,Yadadri,508112,2,43
2/9/2025,Sunday,February,2025,Telangana,Yadadri,508115,2,22
2/9/2025,Sunday,February,2025,Telangana,Yadadri,508252,2,42
1/9/2025,Thursday,January,2025,Telangana,Adilabad,504105,0,3
1/9/2025,Thursday,January,2025,Telangana,Adilabad,504201,0,10
1/9/2025,Thursday,January,2025,Telangana,Adilabad,504204,2,4
1/9/2025,Thursday,January,2025,Telangana,Adilabad,504214,0,3
1/9/2025,Thursday,January,2025,Telangana,Adilabad,504219,0,3
1/9/2025,Thursday,January,2025,Telangana,Adilabad,504304,1,18
1/9/2025,Thursday,January,2025,Telangana,Adilabad,504307,0,37
1/9/2025,Thursday,January,2025,Telangana,Adilabad,504312,4,17
1/9/2025,Thursday,January,2025,Telangana,Bhadradri Kothagudem,507115,5,41
1/9/2025,Thursday,January,2025,Telangana,Bhadradri Kothagudem,507122,0,3
1/9/2025,Thursday,January,2025,Telangana,Bhadradri Kothagudem,507301,1,28
1/9/2025,Thursday,January,2025,Telangana,Hanumakonda,505101,1,3
1/9/2025,Thursday,January,2025,Telangana,Hanumakonda,505476,2,3
1/9/2025,Thursday,January,2025,Telangana,Hanumakonda,506005,0,1
1/9/2025,Thursday,January,2025,Telangana,Hanumakonda,506143,0,3
1/9/2025,Thursday,January,2025,Telangana,Hanumakonda,506145,0,2
1/9/2025,Thursday,January,2025,Telangana,Hanumakonda,506164,0,15
1/9/2025,Thursday,January,2025,Telangana,Hanumakonda,506342,1,9
1/9/2025,Thursday,January,2025,Telangana,Hyderabad,500008,14,86
1/9/2025,Thursday,January,2025,Telangana,Hyderabad,500009,4,13
1/9/2025,Thursday,January,2025,Telangana,Hyderabad,500011,7,30
1/9/2025,Thursday,January,2025,Telangana,Hyderabad,500025,2,2
1/9/2025,Thursday,January,2025,Telangana,Hyderabad,500029,1,14
1/9/2025,Thursday,January,2025,Telangana,Hyderabad,500036,4,25
1/9/2025,Thursday,January,2025,Telangana,Hyderabad,500050,0,3
1/9/2025,Thursday,January,2025,Telangana,Hyderabad,500056,1,0
1/9/2025,Thursday,January,2025,Telangana,Hyderabad,500059,6,39
1/9/2025,Thursday,January,2025,Telangana,Hyderabad,500060,0,1
1/9/2025,Thursday,January,2025,Telangana,Hyderabad,500064,5,48
1/9/2025,Thursday,January,2025,Telangana,Hyderabad,500067,0,4
1/9/2025,Thursday,January,2025,Telangana,Hyderabad,500080,3,13
1/9/2025,Thursday,January,2025,Telangana,Hyderabad,500081,0,3
1/9/2025,Thursday,January,2025,Telangana,Jagitial,505306,1,4
1/9/2025,Thursday,January,2025,Telangana,Jagitial,505327,4,20
1/9/2025,Thursday,January,2025,Telangana,Jagitial,505452,1,4
1/9/2025,Thursday,January,2025,Telangana,Jagitial,505455,0,5
1/9/2025,Thursday,January,2025,Telangana,Jagitial,505460,3,7
1/9/2025,Thursday,January,2025,Telangana,Jagitial,505526,0,15
1/9/2025,Thursday,January,2025,Telangana,Jagitial,505531,1,0
1/9/2025,Thursday,January,2025,Telangana,Jangoan,506143,1,23
1/9/2025,Thursday,January,2025,Telangana,Jangoan,506221,1,15
1/9/2025,Thursday,January,2025,Telangana,Jangoan,506223,0,1
1/9/2025,Thursday,January,2025,Telangana,Jayashankar Bhupalpally,506169,2,20
1/9/2025,Thursday,January,2025,Telangana,Jogulamba Gadwal,509125,13,66
1/9/2025,Thursday,January,2025,Telangana,Jogulamba Gadwal,509133,0,1
1/9/2025,Thursday,January,2025,Telangana,Jogulamba Gadwal,509153,3,11
1/9/2025,Thursday,January,2025,Telangana,K.v. Rangareddy,500039,1,17
1/9/2025,Thursday,January,2025,Telangana,K.v. Rangareddy,500049,4,33
1/9/2025,Thursday,January,2025,Telangana,K.v. Rangareddy,500077,3,20
1/9/2025,Thursday,January,2025,Telangana,K.v. Rangareddy,500098,0,8
1/9/2025,Thursday,January,2025,Telangana,K.v. Rangareddy,501141,2,16
1/9/2025,Thursday,January,2025,Telangana,K.v. Rangareddy,501202,1,20
1/9/2025,Thursday,January,2025,Telangana,K.v. Rangareddy,501203,1,20
1/9/2025,Thursday,January,2025,Telangana,K.v. Rangareddy,501501,0,36
1/9/2025,Thursday,January,2025,Telangana,K.v. Rangareddy,501512,1,1
1/9/2025,Thursday,January,2025,Telangana,K.v. Rangareddy,509202,0,20
1/9/2025,Thursday,January,2025,Telangana,K.v. Rangareddy,509216,2,42
1/9/2025,Thursday,January,2025,Telangana,K.v. Rangareddy,509357,0,8
1/9/2025,Thursday,January,2025,Telangana,Kamareddy,503114,1,9
1/9/2025,Thursday,January,2025,Telangana,Kamareddy,503123,4,51
1/9/2025,Thursday,January,2025,Telangana,Kamareddy,503145,0,10
1/9/2025,Thursday,January,2025,Telangana,Kamareddy,503321,0,7
1/9/2025,Thursday,January,2025,Telangana,Karimnagar,505122,0,30
1/9/2025,Thursday,January,2025,Telangana,Karimnagar,505152,0,1
1/9/2025,Thursday,January,2025,Telangana,Karimnagar,505174,2,19
1/9/2025,Thursday,January,2025,Telangana,Karimnagar,505208,0,4
1/9/2025,Thursday,January,2025,Telangana,Karimnagar,505212,0,6
1/9/2025,Thursday,January,2025,Telangana,Karimnagar,505214,1,0
1/9/2025,Thursday,January,2025,Telangana,Karimnagar,505405,4,6
1/9/2025,Thursday,January,2025,Telangana,Karimnagar,505455,0,2
1/9/2025,Thursday,January,2025,Telangana,Karimnagar,505467,1,19
1/9/2025,Thursday,January,2025,Telangana,Karimnagar,505468,0,8
1/9/2025,Thursday,January,2025,Telangana,Karimnagar,505471,1,12
1/9/2025,Thursday,January,2025,Telangana,Karimnagar,505476,0,6
1/9/2025,Thursday,January,2025,Telangana,Karimnagar,505481,0,14
1/9/2025,Thursday,January,2025,Telangana,Karimnagar,505502,0,22
1/9/2025,Thursday,January,2025,Telangana,Karimnagar,505503,7,30
1/9/2025,Thursday,January,2025,Telangana,Karimnagar,505530,2,10
1/9/2025,Thursday,January,2025,Telangana,Karimnagar,505531,2,14
1/9/2025,Thursday,January,2025,Telangana,Karimnagar,505532,0,5
1/9/2025,Thursday,January,2025,Telangana,Khammam,507115,1,8
1/9/2025,Thursday,January,2025,Telangana,Khammam,507123,1,2
1/9/2025,Thursday,January,2025,Telangana,Khammam,507168,2,18
1/9/2025,Thursday,January,2025,Telangana,Khammam,507210,1,3
1/9/2025,Thursday,January,2025,Telangana,Khammam,507302,3,6
1/9/2025,Thursday,January,2025,Telangana,Komaram Bheem,504294,3,18
1/9/2025,Thursday,January,2025,Telangana,Komaram Bheem,504311,1,4
1/9/2025,Thursday,January,2025,Telangana,Mahabubabad,506105,0,14
1/9/2025,Thursday,January,2025,Telangana,Mahabubabad,506134,1,2
1/9/2025,Thursday,January,2025,Telangana,Mahabubabad,506135,0,12
1/9/2025,Thursday,January,2025,Telangana,Mahabubabad,507210,4,19
1/9/2025,Thursday,January,2025,Telangana,Mahabubabad,507211,3,33
1/9/2025,Thursday,January,2025,Telangana,Mahabubnagar,509110,1,7
1/9/2025,Thursday,January,2025,Telangana,Mahabubnagar,509152,0,4
1/9/2025,Thursday,January,2025,Telangana,Mahabubnagar,509153,0,2
1/9/2025,Thursday,January,2025,Telangana,Mahabubnagar,509202,8,25
1/9/2025,Thursday,January,2025,Telangana,Mahabubnagar,509208,1,15
1/9/2025,Thursday,January,2025,Telangana,Mahabubnagar,509210,5,68
1/9/2025,Thursday,January,2025,Telangana,Mahabubnagar,509216,0,2
1/9/2025,Thursday,January,2025,Telangana,Mahabubnagar,509219,0,9
1/9/2025,Thursday,January,2025,Telangana,Mahabubnagar,509320,0,6
1/9/2025,Thursday,January,2025,Telangana,Mahabubnagar,509321,0,4
1/9/2025,Thursday,January,2025,Telangana,Mahabubnagar,509325,0,1
1/9/2025,Thursday,January,2025,Telangana,Mahabubnagar,509334,1,11
1/9/2025,Thursday,January,2025,Telangana,Mahabubnagar,509337,0,24
1/9/2025,Thursday,January,2025,Telangana,Mahabubnagar,509349,0,8
1/9/2025,Thursday,January,2025,Telangana,Mahabubnagar,509352,0,1
1/9/2025,Thursday,January,2025,Telangana,Mahabubnagar,509371,1,17
1/9/2025,Thursday,January,2025,Telangana,Mahabubnagar,509375,4,22
1/9/2025,Thursday,January,2025,Telangana,Mahabubnagar,509380,0,11
1/9/2025,Thursday,January,2025,Telangana,Mahabubnagar,509401,1,7
1/9/2025,Thursday,January,2025,Telangana,Mahabubnagar,509412,1,7
1/9/2025,Thursday,January,2025,Telangana,Mancherial,504206,1,13
1/9/2025,Thursday,January,2025,Telangana,Mancherial,504218,0,1
1/9/2025,Thursday,January,2025,Telangana,Medak,502102,2,32
1/9/2025,Thursday,January,2025,Telangana,Medak,502109,1,10
1/9/2025,Thursday,January,2025,Telangana,Medak,502117,0,3
1/9/2025,Thursday,January,2025,Telangana,Medak,502125,0,5
1/9/2025,Thursday,January,2025,Telangana,Medak,502210,2,23
1/9/2025,Thursday,January,2025,Telangana,Medak,502280,0,1
1/9/2025,Thursday,January,2025,Telangana,Medak,502294,0,1
1/9/2025,Thursday,January,2025,Telangana,Medak,502296,0,10
1/9/2025,Thursday,January,2025,Telangana,Medak,502313,6,33
1/9/2025,Thursday,January,2025,Telangana,Medak,502325,4,11
1/9/2025,Thursday,January,2025,Telangana,Medak,502371,1,6
1/9/2025,Thursday,January,2025,Telangana,Medchal-malkajgiri,500043,5,11
1/9/2025,Thursday,January,2025,Telangana,Medchal-malkajgiri,500049,0,2
1/9/2025,Thursday,January,2025,Telangana,Medchal-malkajgiri,500090,0,4
1/9/2025,Thursday,January,2025,Telangana,Mulugu,506165,1,19
1/9/2025,Thursday,January,2025,Telangana,Nagarkurnool,509102,4,36
1/9/2025,Thursday,January,2025,Telangana,Nagarkurnool,509375,1,5
1/9/2025,Thursday,January,2025,Telangana,Nagarkurnool,509406,0,2
1/9/2025,Thursday,January,2025,Telangana,Nalgonda,508004,2,13
1/9/2025,Thursday,January,2025,Telangana,Nalgonda,508113,0,3
1/9/2025,Thursday,January,2025,Telangana,Nalgonda,508115,0,3
1/9/2025,Thursday,January,2025,Telangana,Nalgonda,508116,0,11
1/9/2025,Thursday,January,2025,Telangana,Nalgonda,508203,1,1
1/9/2025,Thursday,January,2025,Telangana,Nalgonda,508212,1,2
1/9/2025,Thursday,January,2025,Telangana,Nalgonda,508213,2,20
1/9/2025,Thursday,January,2025,Telangana,Nalgonda,508233,0,2
1/9/2025,Thursday,January,2025,Telangana,Nalgonda,508247,0,13
1/9/2025,Thursday,January,2025,Telangana,Nalgonda,508250,1,19
1/9/2025,Thursday,January,2025,Telangana,Nalgonda,508254,0,11
1/9/2025,Thursday,January,2025,Telangana,Nalgonda,508266,1,22
1/9/2025,Thursday,January,2025,Telangana,Nalgonda,508279,0,4
1/9/2025,Thursday,January,2025,Telangana,Nalgonda,508285,0,2
1/9/2025,Thursday,January,2025,Telangana,Nalgonda,508374,1,36
1/9/2025,Thursday,January,2025,Telangana,Narayanpet,509208,4,62
1/9/2025,Thursday,January,2025,Telangana,Narayanpet,509352,5,48
1/9/2025,Thursday,January,2025,Telangana,Nirmal,504109,1,28
1/9/2025,Thursday,January,2025,Telangana,Nizamabad,503101,0,5
1/9/2025,Thursday,January,2025,Telangana,Nizamabad,503120,0,1
1/9/2025,Thursday,January,2025,Telangana,Nizamabad,503225,2,5
1/9/2025,Thursday,January,2025,Telangana,Nizamabad,503235,2,17
1/9/2025,Thursday,January,2025,Telangana,Nizamabad,503307,3,21
1/9/2025,Thursday,January,2025,Telangana,Nizamabad,503311,3,15
1/9/2025,Thursday,January,2025,Telangana,Peddapalli,505174,0,1
1/9/2025,Thursday,January,2025,Telangana,Peddapalli,505208,0,2
1/9/2025,Thursday,January,2025,Telangana,Peddapalli,505212,0,4
1/9/2025,Thursday,January,2025,Telangana,Peddapalli,505525,1,14
1/9/2025,Thursday,January,2025,Telangana,Rajanna Sircilla,505307,0,8
1/9/2025,Thursday,January,2025,Telangana,Rajanna Sircilla,505524,1,6
1/9/2025,Thursday,January,2025,Telangana,Rajanna Sircilla,505528,0,1
1/9/2025,Thursday,January,2025,Telangana,Rangareddy,501512,1,3
1/9/2025,Thursday,January,2025,Telangana,Sangareddy,502246,1,2
1/9/2025,Thursday,January,2025,Telangana,Sangareddy,502251,0,5
1/9/2025,Thursday,January,2025,Telangana,Sangareddy,502257,2,4
1/9/2025,Thursday,January,2025,Telangana,Sangareddy,502287,1,4
1/9/2025,Thursday,January,2025,Telangana,Sangareddy,502300,2,2
1/9/2025,Thursday,January,2025,Telangana,Sangareddy,502319,0,25
1/9/2025,Thursday,January,2025,Telangana,Sangareddy,502329,0,2
1/9/2025,Thursday,January,2025,Telangana,Siddipet,502103,1,56
1/9/2025,Thursday,January,2025,Telangana,Siddipet,502267,0,2
1/9/2025,Thursday,January,2025,Telangana,Siddipet,502277,2,4
1/9/2025,Thursday,January,2025,Telangana,Siddipet,502279,1,18
1/9/2025,Thursday,January,2025,Telangana,Siddipet,502301,0,2
1/9/2025,Thursday,January,2025,Telangana,Siddipet,502372,1,1
1/9/2025,Thursday,January,2025,Telangana,Siddipet,506224,1,4
1/9/2025,Thursday,January,2025,Telangana,Suryapet,508213,2,76
1/9/2025,Thursday,January,2025,Telangana,Suryapet,508246,2,50
1/9/2025,Thursday,January,2025,Telangana,Vikarabad,501111,2,19
1/9/2025,Thursday,January,2025,Telangana,Vikarabad,501501,4,41
1/9/2025,Thursday,January,2025,Telangana,Wanaparthy,509104,8,66
1/9/2025,Thursday,January,2025,Telangana,Wanaparthy,509380,0,14
1/9/2025,Thursday,January,2025,Telangana,Warangal,506151,0,1
1/9/2025,Thursday,January,2025,Telangana,Warangal,506164,1,5
1/9/2025,Thursday,January,2025,Telangana,Warangal,506165,1,0
1/9/2025,Thursday,January,2025,Telangana,Warangal,506168,2,0
1/9/2025,Thursday,January,2025,Telangana,Warangal,506221,0,5
1/9/2025,Thursday,January,2025,Telangana,Warangal,506303,0,1
1/9/2025,Thursday,January,2025,Telangana,Warangal,506332,0,5
1/9/2025,Thursday,January,2025,Telangana,Warangal,506381,0,5
1/9/2025,Thursday,January,2025,Telangana,Warangal Rural,506134,0,3
1/9/2025,Thursday,January,2025,Telangana,Warangal Rural,506164,1,22
1/9/2025,Thursday,January,2025,Telangana,Warangal Rural,506330,2,56
1/9/2025,Thursday,January,2025,Telangana,Warangal Rural,506332,0,3
1/9/2025,Thursday,January,2025,Telangana,Warangal Urban,506006,0,9
1/9/2025,Thursday,January,2025,Telangana,Yadadri,508105,0,70
1/9/2025,Thursday,January,2025,Telangana,Yadadri,508115,2,23
1/9/2025,Thursday,January,2025,Telangana,Yadadri,508126,0,23
1/9/2025,Thursday,January,2025,Telangana,Yadadri,508252,4,62
1/9/2025,Thursday,January,2025,Telangana,Yadadri,508253,1,13
1/9/2025,Thursday,January,2025,Telangana,Yadadri,508277,2,32
3/9/2025,Sunday,March,2025,Telangana,Adilabad,504101,0,4
3/9/2025,Sunday,March,2025,Telangana,Adilabad,504104,1,4
3/9/2025,Sunday,March,2025,Telangana,Adilabad,504109,0,1
3/9/2025,Sunday,March,2025,Telangana,Adilabad,504208,0,3
3/9/2025,Sunday,March,2025,Telangana,Adilabad,504313,3,5
3/9/2025,Sunday,March,2025,Telangana,Bhadradri Kothagudem,507115,3,19
3/9/2025,Sunday,March,2025,Telangana,Bhadradri Kothagudem,507123,7,44
3/9/2025,Sunday,March,2025,Telangana,Bhadradri Kothagudem,507129,0,3
3/9/2025,Sunday,March,2025,Telangana,Bhadradri Kothagudem,507154,0,2
3/9/2025,Sunday,March,2025,Telangana,Hanumakonda,505471,0,6
3/9/2025,Sunday,March,2025,Telangana,Hanumakonda,506151,0,15
3/9/2025,Sunday,March,2025,Telangana,Hanumakonda,506310,1,7
3/9/2025,Sunday,March,2025,Telangana,Hanumakonda,506370,0,3
3/9/2025,Sunday,March,2025,Telangana,Hyderabad,500003,5,22
3/9/2025,Sunday,March,2025,Telangana,Hyderabad,500005,6,49
3/9/2025,Sunday,March,2025,Telangana,Hyderabad,500006,3,37
3/9/2025,Sunday,March,2025,Telangana,Hyderabad,500008,18,74
3/9/2025,Sunday,March,2025,Telangana,Hyderabad,500013,5,42
3/9/2025,Sunday,March,2025,Telangana,Hyderabad,500015,4,18
3/9/2025,Sunday,March,2025,Telangana,Hyderabad,500029,3,16
3/9/2025,Sunday,March,2025,Telangana,Hyderabad,500042,0,8
3/9/2025,Sunday,March,2025,Telangana,Hyderabad,500065,3,12
3/9/2025,Sunday,March,2025,Telangana,Hyderabad,500082,1,9
3/9/2025,Sunday,March,2025,Telangana,Hyderabad,500087,0,1
3/9/2025,Sunday,March,2025,Telangana,Hyderabad,500088,0,2
3/9/2025,Sunday,March,2025,Telangana,Hyderabad,500096,0,9
3/9/2025,Sunday,March,2025,Telangana,Jagitial,505330,0,6
3/9/2025,Sunday,March,2025,Telangana,Jagitial,505416,0,3
3/9/2025,Sunday,March,2025,Telangana,Jagitial,505425,0,7
3/9/2025,Sunday,March,2025,Telangana,Jagitial,505460,0,7
3/9/2025,Sunday,March,2025,Telangana,Jagitial,505532,1,7
3/9/2025,Sunday,March,2025,Telangana,Jangaon,506222,1,2
3/9/2025,Sunday,March,2025,Telangana,Jangaon,506317,0,2
3/9/2025,Sunday,March,2025,Telangana,Jangoan,506252,0,13
3/9/2025,Sunday,March,2025,Telangana,Jayashankar Bhupalpally,505503,4,37
3/9/2025,Sunday,March,2025,Telangana,Jayashankar Bhupalpally,506345,0,13
3/9/2025,Sunday,March,2025,Telangana,Jogulamba Gadwal,509125,8,70
3/9/2025,Sunday,March,2025,Telangana,Jogulamba Gadwal,509132,0,14
3/9/2025,Sunday,March,2025,Telangana,K.v. Rangareddy,500037,0,4
3/9/2025,Sunday,March,2025,Telangana,K.v. Rangareddy,500039,2,16
3/9/2025,Sunday,March,2025,Telangana,K.v. Rangareddy,500058,5,20
3/9/2025,Sunday,March,2025,Telangana,K.v. Rangareddy,500060,1,12
3/9/2025,Sunday,March,2025,Telangana,K.v. Rangareddy,500076,2,20
3/9/2025,Sunday,March,2025,Telangana,K.v. Rangareddy,500081,0,5
3/9/2025,Sunday,March,2025,Telangana,K.v. Rangareddy,500090,1,2
